HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457907.96893,2017-06-03.4684758,ba,1.69,16.065,>16.065,99.990,0.587,0.288,V
2457907.97021,2017-06-03.4697489,ba,1.67,16.403,>16.403,99.990,1.001,0.211,V
2457908.03270,2017-06-03.5322337,bb,1.64,16.615,>16.615,99.990,0.234,0.173,V
2457908.03397,2017-06-03.5335075,bb,1.64,16.733,>16.733,99.990,0.272,0.155,V
2457908.03524,2017-06-03.5347796,bb,1.73,16.659,>16.659,99.990,0.291,0.167,V
2457909.06294,2017-06-04.5623997,ba,2.15,16.731,>16.731,99.990,0.395,0.156,V
2457909.06421,2017-06-04.5636656,ba,2.02,16.754,>16.754,99.990,0.441,0.153,V
2457909.06547,2017-06-04.5649277,ba,2.05,16.907,>16.907,99.990,0.446,0.132,V
2457909.97224,2017-06-05.4716288,ba,1.77,16.084,>16.084,99.990,0.639,0.283,V
2457909.97351,2017-06-05.4728913,ba,1.75,15.907,>15.907,99.990,0.012,0.333,V
2457909.97478,2017-06-05.4741673,ba,1.77,15.964,>15.964,99.990,-0.161,0.316,V
2457909.98779,2017-06-05.4871737,bb,2.05,16.091,>16.091,99.990,0.184,0.281,V
2457909.98906,2017-06-05.4884460,bb,1.99,16.184,>16.184,99.990,0.547,0.258,V
2457909.99033,2017-06-05.4897186,bb,1.99,16.236,>16.236,99.990,0.520,0.246,V
2457911.10687,2017-06-06.6061668,bb,1.69,16.903,>16.903,99.990,0.285,0.133,V
2457911.10813,2017-06-06.6074362,bb,1.70,16.854,>16.854,99.990,0.584,0.139,V
2457911.10940,2017-06-06.6087021,bb,1.68,16.746,>16.746,99.990,0.395,0.154,V
2457913.86323,2017-06-09.3623189,bf,1.51,15.643,>15.643,99.990,-0.211,0.424,V
2457913.86450,2017-06-09.3635832,bf,1.47,15.444,>15.444,99.990,1.142,0.510,V
2457913.86576,2017-06-09.3648505,bf,1.45,15.667,>15.667,99.990,0.131,0.415,V
2457914.95172,2017-06-10.4507256,ba,1.66,15.389,>15.389,99.990,0.398,0.536,V
2457914.95300,2017-06-10.4520015,ba,1.72,15.354,>15.354,99.990,0.959,0.554,V
2457914.95427,2017-06-10.4532743,ba,1.74,15.373,>15.373,99.990,-0.132,0.544,V
2457915.00130,2017-06-10.5003030,bb,1.66,15.843,>15.843,99.990,0.574,0.353,V
2457915.00254,2017-06-10.5015432,bb,1.70,16.013,>16.013,99.990,-0.150,0.302,V
2457915.00382,2017-06-10.5028167,bb,1.69,15.899,>15.899,99.990,0.267,0.335,V
2457917.82574,2017-06-13.3245218,be,1.53,15.536,>15.536,99.990,0.257,0.468,V
2457917.82701,2017-06-13.3257953,be,1.54,15.694,>15.694,99.990,-0.602,0.405,V
2457917.82827,2017-06-13.3270598,be,1.56,15.466,>15.466,99.990,0.362,0.499,V
2457917.84797,2017-06-13.3467520,bf,1.49,15.844,>15.844,99.990,-0.590,0.353,V
2457917.84924,2017-06-13.3480175,bf,1.46,16.077,>16.077,99.990,0.481,0.285,V
2457917.85050,2017-06-13.3492811,bf,1.48,15.830,>15.830,99.990,0.253,0.357,V
2457918.84816,2017-06-14.3468745,bf,1.60,99.990,99.990,99.990,99.990,99.990,V
2457918.84942,2017-06-14.3481379,bf,1.49,99.990,99.990,99.990,99.990,99.990,V
2457918.85070,2017-06-14.3494118,bf,1.59,99.990,99.990,99.990,99.990,99.990,V
2457919.84459,2017-06-15.3432155,bf,1.56,15.014,>15.014,99.990,-0.333,0.758,V
2457919.84584,2017-06-15.3444718,bf,1.60,14.176,>14.176,99.990,2.659,1.639,V
2457919.84710,2017-06-15.3457358,bf,1.55,13.789,>13.789,99.990,3.024,2.341,V
2457925.00410,2017-06-20.5023474,ba,2.11,16.651,>16.651,99.990,0.322,0.168,V
2457925.00537,2017-06-20.5036200,ba,2.20,16.600,>16.600,99.990,-0.109,0.176,V
2457925.00664,2017-06-20.5048937,ba,2.24,16.792,>16.792,99.990,0.467,0.147,V
2457926.11163,2017-06-21.6097998,bb,1.80,16.784,>16.784,99.990,0.522,0.148,V
2457926.11289,2017-06-21.6110663,bb,1.75,16.686,>16.686,99.990,0.620,0.162,V
2457926.11416,2017-06-21.6123319,bb,1.70,16.978,>16.978,99.990,0.457,0.124,V
2457928.99351,2017-06-24.4914719,bb,1.76,16.899,>16.899,99.990,0.498,0.134,V
2457928.99478,2017-06-24.4927421,bb,1.73,16.867,>16.867,99.990,0.271,0.137,V
2457928.99604,2017-06-24.4940062,bb,1.69,16.793,>16.793,99.990,0.616,0.147,V
2457929.00508,2017-06-24.5030528,ba,1.64,16.741,>16.741,99.990,0.483,0.154,V
2457929.00635,2017-06-24.5043181,ba,1.69,16.970,>16.970,99.990,0.201,0.125,V
2457929.00761,2017-06-24.5055831,ba,1.64,16.753,>16.753,99.990,0.521,0.153,V
2457932.01989,2017-06-27.5176524,bb,1.76,16.852,>16.852,99.990,0.238,0.139,V
2457932.02116,2017-06-27.5189172,bb,1.73,16.912,>16.912,99.990,0.640,0.132,V
2457932.02243,2017-06-27.5201905,bb,1.79,16.870,>16.870,99.990,0.589,0.137,V
2457932.95341,2017-06-28.4511,ba,2.00,16.499,>16.499,99.990,0.058,0.193,V
2457932.95468,2017-06-28.4523688,ba,2.05,16.764,>16.764,99.990,0.347,0.151,V
2457932.95594,2017-06-28.4536312,ba,2.09,16.762,>16.762,99.990,0.202,0.151,V
2457935.77655,2017-07-01.2740520,be,1.47,16.111,>16.111,99.990,0.732,0.276,V
2457935.77783,2017-07-01.2753299,be,1.53,16.434,>16.434,99.990,0.333,0.205,V
2457935.77910,2017-07-01.2766059,be,1.43,16.090,>16.090,99.990,0.460,0.281,V
2457936.91483,2017-07-02.4122640,bb,2.11,16.334,>16.334,99.990,0.576,0.224,V
2457936.91612,2017-07-02.4135494,bb,2.10,16.576,>16.576,99.990,0.061,0.180,V
2457936.91740,2017-07-02.4148253,bb,2.08,16.429,>16.429,99.990,0.363,0.206,V
2457938.88625,2017-07-04.3835546,ba,1.74,15.989,>15.989,99.990,0.037,0.309,V
2457938.88753,2017-07-04.3848256,ba,1.74,16.038,>16.038,99.990,0.810,0.295,V
2457938.88880,2017-07-04.3861017,ba,1.74,16.096,>16.096,99.990,0.053,0.280,V
2457939.90724,2017-07-05.4044778,bb,1.65,16.174,>16.174,99.990,1.253,0.260,V
2457939.90852,2017-07-05.4057578,bb,1.67,16.070,>16.070,99.990,0.848,0.286,V
2457939.90980,2017-07-05.4070321,bb,1.71,16.307,>16.307,99.990,0.163,0.230,V
2457941.96056,2017-07-07.4576731,ba,2.09,15.811,>15.811,99.990,0.128,0.364,V
2457941.96183,2017-07-07.4589381,ba,2.02,15.858,>15.858,99.990,0.156,0.348,V
2457941.96310,2017-07-07.4602059,ba,2.05,15.816,>15.816,99.990,0.095,0.362,V
2457944.75715,2017-07-10.2540971,be,1.45,15.185,>15.185,99.990,0.354,0.647,V
2457944.75842,2017-07-10.2553638,be,1.48,15.223,>15.223,99.990,-1.075,0.625,V
2457944.79499,2017-07-10.2919252,bf,1.48,15.474,>15.474,99.990,0.608,0.496,V
2457944.79625,2017-07-10.2931932,bf,1.46,15.586,>15.586,99.990,0.407,0.447,V
2457944.79753,2017-07-10.2944671,bf,1.51,15.576,>15.576,99.990,-1.065,0.451,V
2457946.77245,2017-07-12.2692773,bf,1.53,15.595,>15.595,99.990,0.402,0.443,V
2457946.77371,2017-07-12.2705365,bf,1.57,15.803,>15.803,99.990,-0.131,0.366,V
2457946.77498,2017-07-12.2718037,bf,1.51,15.672,>15.672,99.990,0.727,0.413,V
2457946.93327,2017-07-12.4300821,ba,1.68,15.900,>15.900,99.990,0.193,0.335,V
2457946.93453,2017-07-12.4313392,ba,1.67,15.898,>15.898,99.990,0.407,0.335,V
2457946.93579,2017-07-12.4326039,ba,1.66,15.717,>15.717,99.990,-0.811,0.397,V
2457947.76911,2017-07-13.2658743,bf,1.75,15.837,>15.837,99.990,0.623,0.355,V
2457947.77036,2017-07-13.2671364,bf,1.63,15.841,>15.841,99.990,0.726,0.354,V
2457947.77171,2017-07-13.2684766,bf,1.69,15.771,>15.771,99.990,0.242,0.377,V
2457948.80328,2017-07-14.2999909,be,1.56,15.069,>15.069,99.990,0.991,0.720,V
2457948.80455,2017-07-14.3012664,be,1.61,15.753,>15.753,99.990,0.506,0.384,V
2457948.80583,2017-07-14.3025380,be,1.55,15.743,>15.743,99.990,0.054,0.387,V
2457949.90277,2017-07-15.3994293,ba,1.64,16.401,>16.401,99.990,0.308,0.211,V
2457949.90405,2017-07-15.4006938,ba,1.71,16.435,>16.435,99.990,0.551,0.205,V
2457949.90539,2017-07-15.4020486,ba,1.71,16.336,>16.336,99.990,0.399,0.224,V
2457952.76315,2017-07-18.2596446,be,1.81,16.133,>16.133,99.990,0.619,0.270,V
2457952.76441,2017-07-18.2609097,be,1.87,16.168,>16.168,99.990,0.136,0.262,V
2457952.76568,2017-07-18.2621724,be,1.79,16.014,>16.014,99.990,0.229,0.301,V
2457952.79779,2017-07-18.2942899,bf,1.61,16.836,>16.836,99.990,0.346,0.141,V
2457952.79906,2017-07-18.2955571,bf,1.61,16.529,>16.529,99.990,0.850,0.188,V
2457952.80033,2017-07-18.2968222,bf,1.62,16.503,>16.503,99.990,0.790,0.192,V
2457953.75272,2017-07-19.2491684,bf,1.45,16.732,>16.732,99.990,0.482,0.156,V
2457953.75399,2017-07-19.2504322,bf,1.47,16.737,>16.737,99.990,0.476,0.155,V
2457953.75526,2017-07-19.2517090,bf,1.51,16.619,16.581,0.212,0.895,0.173,V
2457955.89413,2017-07-21.3904649,bb,1.70,16.909,>16.909,99.990,0.268,0.132,V
2457955.89539,2017-07-21.3917244,bb,1.75,16.873,>16.873,99.990,0.369,0.137,V
2457955.89665,2017-07-21.3929862,bb,1.77,16.771,>16.771,99.990,0.397,0.150,V
2457959.73588,2017-07-25.2320445,bf,1.52,16.611,>16.611,99.990,0.436,0.174,V
2457959.73714,2017-07-25.2333050,bf,1.44,16.609,>16.609,99.990,0.233,0.174,V
2457959.73840,2017-07-25.2345590,bf,1.50,16.401,>16.401,99.990,0.668,0.211,V
2457961.07124,2017-07-26.5673347,ba,1.65,16.835,>16.835,99.990,0.427,0.142,V
2457961.07250,2017-07-26.5686042,ba,1.71,16.724,>16.724,99.990,0.752,0.157,V
2457961.07378,2017-07-26.5698815,ba,1.69,16.822,>16.822,99.990,0.628,0.143,V
2457963.02486,2017-07-28.5208854,bb,2.04,15.530,>15.530,99.990,0.072,0.471,V
2457963.02613,2017-07-28.5221541,bb,2.01,15.686,>15.686,99.990,0.100,0.408,V
2457963.02740,2017-07-28.5234175,bb,2.01,15.582,>15.582,99.990,-0.271,0.449,V
2457966.83313,2017-08-01.3290026,bb,1.71,16.405,>16.405,99.990,0.237,0.210,V
2457966.83439,2017-08-01.3302658,bb,1.73,16.414,>16.414,99.990,0.352,0.209,V
2457966.83566,2017-08-01.3315287,bb,1.62,16.487,>16.487,99.990,-0.069,0.195,V
2457966.88341,2017-08-01.3792857,ba,1.68,16.464,>16.464,99.990,0.131,0.199,V
2457966.88468,2017-08-01.3805528,ba,1.70,16.384,>16.384,99.990,0.661,0.215,V
2457970.80870,2017-08-05.3044429,ba,2.09,15.582,>15.582,99.990,-0.304,0.449,V
2457970.80997,2017-08-05.3057077,ba,2.01,15.569,>15.569,99.990,0.060,0.454,V
2457970.81123,2017-08-05.3069729,ba,2.01,15.599,>15.599,99.990,0.635,0.442,V
2457970.85911,2017-08-05.3548452,bb,2.10,15.978,>15.978,99.990,0.441,0.312,V
2457970.86038,2017-08-05.3561188,bb,2.09,16.193,>16.193,99.990,0.849,0.256,V
2457970.86165,2017-08-05.3573822,bb,2.07,16.020,>16.020,99.990,0.676,0.300,V
2457973.05508,2017-08-07.5507501,bb,1.72,15.343,>15.343,99.990,1.492,0.560,V
2457973.05636,2017-08-07.5520282,bb,1.74,15.265,>15.265,99.990,2.112,0.601,V
2457973.05763,2017-08-07.5532994,bb,1.80,15.184,>15.184,99.990,-0.074,0.648,V
2457973.90739,2017-08-08.4030318,ba,1.69,15.444,>15.444,99.990,-0.212,0.510,V
2457973.90865,2017-08-08.4042916,ba,1.73,15.506,>15.506,99.990,-0.101,0.481,V
2457973.90992,2017-08-08.4055675,ba,1.67,15.496,>15.496,99.990,-0.770,0.486,V
2457974.94849,2017-08-09.4441098,bb,1.75,15.909,>15.909,99.990,0.434,0.332,V
2457974.94977,2017-08-09.4453862,bb,1.64,15.862,>15.862,99.990,0.086,0.347,V
2457974.95103,2017-08-09.4466487,bb,1.62,15.958,>15.958,99.990,0.428,0.318,V
2457975.81379,2017-08-10.3093872,bf,2.13,99.990,99.990,99.990,99.990,99.990,V
2457975.81634,2017-08-10.3119304,bf,2.15,99.990,99.990,99.990,99.990,99.990,V
2457977.96549,2017-08-12.4610261,ba,1.77,16.303,>16.303,99.990,0.331,0.231,V
2457977.96675,2017-08-12.4622942,ba,1.80,16.267,>16.267,99.990,0.205,0.239,V
2457977.96801,2017-08-12.4635562,ba,1.76,16.277,>16.277,99.990,0.139,0.237,V
2457979.02595,2017-08-13.5214726,bb,1.64,16.493,>16.493,99.990,0.305,0.194,V
2457979.02721,2017-08-13.5227371,bb,1.68,16.468,>16.468,99.990,0.388,0.199,V
2457979.02850,2017-08-13.5240129,bb,1.70,16.432,>16.432,99.990,0.095,0.205,V
2457979.88881,2017-08-14.3843127,ba,1.63,16.784,>16.784,99.990,0.532,0.148,V
2457979.89008,2017-08-14.3855787,ba,1.61,16.970,>16.970,99.990,0.511,0.125,V
2457979.89134,2017-08-14.3868417,ba,1.66,16.830,>16.830,99.990,0.157,0.142,V
2457980.90403,2017-08-15.3995195,bb,1.64,17.013,16.993,0.216,0.612,0.120,V
2457980.90530,2017-08-15.4007924,bb,1.66,16.822,>16.822,99.990,0.321,0.143,V
2457980.90656,2017-08-15.4020456,bb,1.60,17.020,16.566,0.144,0.908,0.119,V
2457982.92893,2017-08-17.4243782,ba,1.73,16.800,>16.800,99.990,0.152,0.146,V
2457982.93020,2017-08-17.4256468,ba,1.73,16.704,>16.704,99.990,0.414,0.160,V
2457982.93147,2017-08-17.4269140,ba,1.69,16.829,>16.829,99.990,0.480,0.142,V
2457984.00393,2017-08-18.4993606,bb,1.72,17.082,>17.082,99.990,0.265,0.113,V
2457984.00521,2017-08-18.5006363,bb,1.71,16.851,>16.851,99.990,0.619,0.140,V
2457984.00647,2017-08-18.5018994,bb,1.70,16.910,16.892,0.216,0.672,0.132,V
2457987.90637,2017-08-22.4017607,ba,2.13,16.770,>16.770,99.990,0.161,0.150,V
2457987.90765,2017-08-22.4030280,ba,2.17,16.917,>16.917,99.990,0.463,0.131,V
2457987.90891,2017-08-22.4043015,ba,2.16,16.698,16.687,0.217,0.811,0.161,V
2457989.94803,2017-08-24.4433913,bb,1.64,16.773,>16.773,99.990,0.504,0.150,V
2457989.94929,2017-08-24.4446600,bb,1.69,16.807,>16.807,99.990,0.538,0.145,V
2457989.95057,2017-08-24.4459343,bb,1.72,16.758,>16.758,99.990,0.489,0.152,V
2457991.74524,2017-08-26.2405930,ba,1.64,16.590,>16.590,99.990,0.460,0.177,V
2457991.74651,2017-08-26.2418581,ba,1.65,16.425,>16.425,99.990,0.293,0.206,V
2457991.74777,2017-08-26.2431241,ba,1.67,16.429,>16.429,99.990,0.676,0.206,V
2457992.90154,2017-08-27.3968913,ba,2.03,16.966,>16.966,99.990,0.232,0.125,V
2457992.90281,2017-08-27.3981545,ba,2.02,16.816,>16.816,99.990,0.566,0.144,V
2457992.90407,2017-08-27.3994221,ba,2.02,16.730,>16.730,99.990,0.324,0.156,V
2457995.77937,2017-08-30.2747153,bb,1.67,16.395,>16.395,99.990,0.367,0.212,V
2457995.78064,2017-08-30.2759806,bb,1.66,16.518,>16.518,99.990,0.468,0.189,V
2457995.78190,2017-08-30.2772446,bb,1.70,16.543,>16.543,99.990,0.492,0.185,V
2457996.73525,2017-08-31.2305988,be,1.45,14.093,>14.093,99.990,1.717,1.769,V
2457996.73652,2017-08-31.2318736,be,1.38,99.990,99.990,99.990,99.990,99.990,V
2457997.87550,2017-09-01.3708537,ba,1.76,16.360,>16.360,99.990,0.618,0.219,V
2457997.87678,2017-09-01.3721232,ba,1.83,16.261,>16.261,99.990,0.108,0.240,V
2457997.87804,2017-09-01.3733871,ba,1.90,16.323,>16.323,99.990,0.011,0.227,V
2457999.00540,2017-09-02.5007565,bb,1.72,16.465,>16.465,99.990,-0.015,0.199,V
2457999.95632,2017-09-03.4516812,bb,1.73,15.666,>15.666,99.990,-0.350,0.415,V
2457999.95760,2017-09-03.4529552,bb,1.70,15.829,>15.829,99.990,0.433,0.358,V
2457999.95886,2017-09-03.4542164,bb,1.76,15.203,>15.203,99.990,0.668,0.637,V
2458001.89480,2017-09-05.3901686,bb,1.99,15.878,>15.878,99.990,0.175,0.342,V
2458001.89606,2017-09-05.3914305,bb,1.71,15.824,>15.824,99.990,1.164,0.359,V
2458001.89733,2017-09-05.3927048,bb,2.00,15.757,>15.757,99.990,-0.764,0.382,V
2458002.59907,2017-09-06.0944524,bi,2.45,15.477,>15.477,99.990,-0.675,0.468,g
2458002.92026,2017-09-06.4156386,bb,2.04,15.612,>15.612,99.990,0.036,0.437,V
2458002.92153,2017-09-06.4169113,bb,2.04,15.620,>15.620,99.990,-0.743,0.433,V
2458002.92280,2017-09-06.4181848,bb,2.02,15.539,>15.539,99.990,-0.768,0.467,V
2458003.61026,2017-09-07.1056574,bj,1.83,16.080,>16.080,99.990,0.382,0.268,g
2458003.61148,2017-09-07.1068694,bj,2.04,16.053,>16.053,99.990,0.276,0.275,g
2458003.61270,2017-09-07.1080855,bj,1.93,16.074,>16.074,99.990,0.233,0.270,g
2458003.61394,2017-09-07.1093303,bi,1.54,15.899,>15.899,99.990,0.451,0.317,g
2458003.61516,2017-09-07.1105473,bi,1.60,15.989,>15.989,99.990,0.348,0.292,g
2458003.61637,2017-09-07.1117670,bi,1.59,16.167,>16.167,99.990,0.712,0.248,g
2458003.90974,2017-09-07.4051344,bb,2.03,15.683,>15.683,99.990,1.145,0.409,V
2458003.91102,2017-09-07.4064091,bb,2.00,15.856,>15.856,99.990,-0.061,0.349,V
2458003.91228,2017-09-07.4076744,bb,2.01,15.894,>15.894,99.990,0.236,0.337,V
2458004.82591,2017-09-08.3213131,ba,1.67,15.873,>15.873,99.990,0.778,0.343,V
2458004.82717,2017-09-08.3225809,ba,1.62,15.935,>15.935,99.990,0.543,0.324,V
2458004.82845,2017-09-08.3238542,ba,1.63,15.918,>15.918,99.990,0.969,0.329,V
2458008.96945,2017-09-12.4649172,bb,1.67,16.180,>16.180,99.990,0.208,0.259,V
2458008.97072,2017-09-12.4661888,bb,1.65,16.500,>16.500,99.990,0.398,0.193,V
2458008.97200,2017-09-12.4674711,bb,1.70,16.462,>16.462,99.990,0.498,0.200,V
2458009.95714,2017-09-13.4526300,ba,1.64,16.511,>16.511,99.990,0.468,0.191,V
2458009.95841,2017-09-13.4539004,ba,1.70,16.476,>16.476,99.990,0.514,0.197,V
2458009.95968,2017-09-13.4551630,ba,1.67,16.657,>16.657,99.990,0.317,0.167,V
2458010.92252,2017-09-14.4180265,bb,1.70,16.805,>16.805,99.990,0.419,0.146,V
2458010.92379,2017-09-14.4192952,bb,1.68,16.873,16.767,0.199,0.754,0.137,V
2458010.92505,2017-09-14.4205599,bb,1.73,16.791,>16.791,99.990,0.598,0.147,V
2458011.91417,2017-09-15.4096974,ba,1.70,16.774,>16.774,99.990,0.260,0.150,V
2458011.91544,2017-09-15.4109724,ba,1.66,16.857,>16.857,99.990,0.534,0.139,V
2458011.91672,2017-09-15.4122483,ba,1.63,16.736,>16.736,99.990,0.506,0.155,V
2458013.90891,2017-09-17.4044833,bb,1.78,16.813,>16.813,99.990,0.627,0.144,V
2458013.91018,2017-09-17.4057604,bb,1.80,17.059,>17.059,99.990,0.402,0.115,V
2458013.91145,2017-09-17.4070232,bb,1.81,16.814,>16.814,99.990,0.506,0.144,V
2458014.93530,2017-09-18.4308960,ba,2.11,16.657,>16.657,99.990,0.133,0.167,V
2458014.93657,2017-09-18.4321692,ba,2.16,16.735,>16.735,99.990,0.285,0.155,V
2458014.93783,2017-09-18.4334315,ba,2.05,16.735,>16.735,99.990,0.283,0.155,V
2458017.95939,2017-09-21.4550707,bb,1.65,16.689,>16.689,99.990,0.500,0.162,V
2458017.96066,2017-09-21.4563458,bb,1.70,16.679,>16.679,99.990,0.254,0.163,V
2458017.96193,2017-09-21.4576091,bb,1.72,16.703,>16.703,99.990,0.480,0.160,V
2458018.63859,2017-09-22.1342983,bq,1.65,17.375,17.232,0.192,0.465,0.081,g
2458018.63989,2017-09-22.1355894,bq,1.65,17.308,>17.308,99.990,0.383,0.087,g
2458018.64114,2017-09-22.1368479,bq,1.54,17.238,>17.238,99.990,0.400,0.092,g
2458018.92456,2017-09-22.4202803,ba,1.77,16.711,>16.711,99.990,0.562,0.159,V
2458018.92584,2017-09-22.4215543,ba,1.81,16.637,>16.637,99.990,0.357,0.170,V
2458018.92712,2017-09-22.4228307,ba,1.74,16.724,>16.724,99.990,0.627,0.157,V
2458019.86685,2017-09-23.3625920,bb,1.67,16.889,>16.889,99.990,0.419,0.135,V
2458019.86811,2017-09-23.3638535,bb,1.72,16.646,>16.646,99.990,0.821,0.168,V
2458019.86939,2017-09-23.3651322,bb,1.76,16.721,>16.721,99.990,0.428,0.157,V
2458020.72235,2017-09-24.2181219,bb,1.79,16.429,>16.429,99.990,0.142,0.206,V
2458021.90716,2017-09-25.4029788,ba,1.78,16.568,>16.568,99.990,0.600,0.181,V
2458021.90844,2017-09-25.4042565,ba,1.71,16.726,>16.726,99.990,0.396,0.157,V
2458021.90971,2017-09-25.4055302,ba,1.74,16.766,>16.766,99.990,0.269,0.151,V
2458021.94482,2017-09-25.4406351,bb,1.68,16.711,>16.711,99.990,0.222,0.159,V
2458021.94609,2017-09-25.4419009,bb,1.68,16.824,>16.824,99.990,0.560,0.143,V
2458021.94735,2017-09-25.4431658,bb,1.69,16.765,>16.765,99.990,0.754,0.151,V
2458023.56056,2017-09-27.0564363,bf,1.47,16.391,16.353,0.212,1.103,0.213,V
2458023.56184,2017-09-27.0577096,bf,1.49,16.284,>16.284,99.990,0.540,0.235,V
2458023.56312,2017-09-27.0589959,bf,1.40,16.264,>16.264,99.990,0.765,0.239,V
2458023.63922,2017-09-27.1350972,be,1.53,15.678,>15.678,99.990,0.631,0.411,V
2458023.64049,2017-09-27.1363633,be,1.47,15.793,>15.793,99.990,0.781,0.369,V
2458023.64175,2017-09-27.1376225,be,1.48,15.868,>15.868,99.990,0.412,0.345,V
2458025.86669,2017-09-29.3626432,ba,1.85,16.290,>16.290,99.990,-0.158,0.234,V
2458025.86795,2017-09-29.3639099,ba,1.80,16.344,>16.344,99.990,0.423,0.223,V
2458025.86921,2017-09-29.3651710,ba,1.77,16.238,>16.238,99.990,0.153,0.245,V
2458026.80103,2017-09-30.2970209,bb,1.70,16.385,>16.385,99.990,0.521,0.214,V
2458026.80229,2017-09-30.2982880,bb,1.66,16.315,>16.315,99.990,0.214,0.228,V
2458026.80357,2017-09-30.2995635,bb,1.68,16.394,>16.394,99.990,0.537,0.213,V
2458029.65002,2017-10-03.1461403,bf,1.53,15.407,>15.407,99.990,-0.116,0.527,V
2458029.65130,2017-10-03.1474171,bf,1.57,15.547,>15.547,99.990,1.003,0.464,V
2458029.65258,2017-10-03.1486902,bf,1.55,15.507,>15.507,99.990,1.154,0.481,V
2458029.86393,2017-10-03.3600490,ba,1.72,15.586,>15.586,99.990,0.264,0.447,V
2458029.86519,2017-10-03.3613138,ba,1.68,15.750,>15.750,99.990,0.609,0.385,V
2458029.86645,2017-10-03.3625769,ba,1.77,15.835,>15.835,99.990,0.697,0.356,V
2458032.80130,2017-10-06.2975656,bq,2.28,14.391,>14.391,99.990,0.994,1.272,g
2458033.79564,2017-10-07.2919528,bq,1.66,16.056,>16.056,99.990,0.148,0.275,g
2458033.79692,2017-10-07.2932223,bq,1.67,16.179,>16.179,99.990,0.009,0.245,g
2458033.79816,2017-10-07.2944702,bq,1.62,16.096,>16.096,99.990,0.909,0.265,g
2458033.81889,2017-10-07.3152033,br,1.65,15.879,>15.879,99.990,0.180,0.323,g
2458033.82017,2017-10-07.3164796,br,1.55,16.029,>16.029,99.990,0.706,0.281,g
2458033.82143,2017-10-07.3177377,br,2.12,99.990,99.990,99.990,99.990,99.990,g
2458033.90681,2017-10-07.4031219,bb,1.71,15.954,>15.954,99.990,0.592,0.319,V
2458033.90808,2017-10-07.4043913,bb,1.65,15.929,>15.929,99.990,0.125,0.326,V
2458033.90936,2017-10-07.4056653,bb,1.65,15.772,>15.772,99.990,0.471,0.377,V
2458034.79478,2017-10-08.2911450,bq,1.65,16.376,>16.376,99.990,-0.060,0.204,g
2458034.79607,2017-10-08.2924253,bq,1.67,16.421,>16.421,99.990,0.631,0.196,g
2458034.79736,2017-10-08.2937194,bq,1.64,16.345,>16.345,99.990,0.334,0.210,g
2458034.81801,2017-10-08.3143658,br,1.82,16.372,>16.372,99.990,0.541,0.205,g
2458034.81933,2017-10-08.3156831,br,1.76,16.428,>16.428,99.990,0.279,0.195,g
2458034.82059,2017-10-08.3169464,br,1.75,16.394,>16.394,99.990,0.353,0.201,g
2458034.88683,2017-10-08.3831951,ba,1.71,15.850,>15.850,99.990,-0.048,0.351,V
2458034.88811,2017-10-08.3844722,ba,1.65,16.096,>16.096,99.990,0.152,0.280,V
2458034.88938,2017-10-08.3857468,ba,1.70,15.861,>15.861,99.990,0.447,0.347,V
2458035.79000,2017-10-09.2864065,bq,1.56,16.355,>16.355,99.990,0.037,0.209,g
2458035.79128,2017-10-09.2876972,bq,1.50,16.354,>16.354,99.990,0.531,0.209,g
2458035.79259,2017-10-09.2890030,bq,1.59,16.407,>16.407,99.990,0.373,0.199,g
2458035.81359,2017-10-09.3100012,br,1.58,16.564,>16.564,99.990,0.301,0.172,g
2458035.81486,2017-10-09.3112719,br,1.60,16.519,>16.519,99.990,0.563,0.179,g
2458035.81639,2017-10-09.3128008,br,1.53,16.588,>16.588,99.990,-0.027,0.168,g
2458036.79780,2017-10-10.2942717,bb,1.68,16.913,>16.913,99.990,0.300,0.132,V
2458036.79908,2017-10-10.2955469,bb,1.79,16.917,>16.917,99.990,0.407,0.131,V
2458036.80035,2017-10-10.2968109,bb,1.77,16.822,>16.822,99.990,0.536,0.143,V
2458037.86648,2017-10-11.3630012,bb,1.72,16.744,>16.744,99.990,0.420,0.154,V
2458037.86775,2017-10-11.3642675,bb,1.77,16.702,>16.702,99.990,0.448,0.160,V
2458037.86903,2017-10-11.3655442,bb,1.65,16.854,>16.854,99.990,0.329,0.139,V
2458038.76903,2017-10-12.2655909,bq,1.57,17.011,>17.011,99.990,0.167,0.114,g
2458038.77027,2017-10-12.2668413,bq,1.57,16.914,>16.914,99.990,0.299,0.125,g
2458038.77152,2017-10-12.2680836,bq,1.57,16.948,16.666,0.169,0.783,0.121,g
2458038.78356,2017-10-12.2801270,br,1.71,17.077,>17.077,99.990,0.326,0.107,g
2458038.78487,2017-10-12.2814353,br,1.64,16.941,>16.941,99.990,0.452,0.122,g
2458038.78612,2017-10-12.2826905,br,1.58,16.990,>16.990,99.990,0.179,0.116,g
2458039.75644,2017-10-13.2530656,bq,1.50,17.323,17.166,0.190,0.494,0.086,g
2458039.75769,2017-10-13.2543114,bq,1.51,17.236,>17.236,99.990,0.291,0.093,g
2458039.75894,2017-10-13.2555670,bq,1.53,17.274,>17.274,99.990,0.440,0.089,g
2458039.81387,2017-10-13.3104891,br,1.57,17.221,17.109,0.198,0.521,0.094,g
